"","Full.Address","CAD.inc.Number","Nature.of.Call","Unit","Date.Time.Received","Date.Time.Dispatched","Date.Time.Arrived","Date.Time.Cleared","first.responder","first.responder.response.time","IncType","LocType","LocName","NearTag","Address","lon","lat","is.first.responder","Date","Date.Short","Year.Month","Month","Year","bad.geocode","Y","X","from.Lowell","from.HQ","from.FiveFifteen","from.JoyWashington"
"842","77 SACRAMENTO ST, Somerville, Massachusetts","1400257","MEDICAL AID","E1","1/7/2014 4:41","1/7/2014 4:41","1/7/2014 4:45","1/7/2014 4:51","E1",3.9,"MEDICAL AID","S","SACRAMENTO ST","CAMBRIDGE LINE AND BEACON ST","77 SACRAMENTO ST",-71.1128844,42.3830059,1,2014-01-07 04:41:00,2014-01-07,"2014-01","01","2014",0,42.3830059,-71.1128844,"2.61666666666667","10.5333333333333","2.33333333333333","7.28333333333333"
"843","78 SUMMER ST, Somerville, Massachusetts","1407310","A FIRE ALARM","E3","7/28/2014 18:29","7/28/2014 18:29","7/28/2014 18:33","7/28/2014 18:41","E3",0.1,"A FIRE ALARM","S","SUMMER ST","SCHOOL ST AND PRESTON RD","78 SUMMER ST",-71.1009709,42.384486,1,2014-07-28 18:29:00,2014-07-28,"2014-07","07","2014",0,42.384486,-71.1009709,"2.78333333333333","6.51666666666667","2.15","4.65"
"844","781 SOMERVILLE AVE, Somerville, Massachusetts","1409902","B FIRE ALARM","E1","10/3/2014 22:09","10/3/2014 22:10","10/3/2014 22:13","10/3/2014 22:20","E1",2.75,"B FIRE ALARM","S","SOMERVILLE AV","MOSSLAND ST AND BEACON TER","781 SOMERVILLE AV",-71.1168851,42.3873263,1,2014-10-03 22:09:00,2014-10-04,"2014-10","10","2014",0,42.3873263,-71.1168851,"1.53333333333333","10.4","2.73333333333333","8.4"
"845","79 BOW ST, Somerville, Massachusetts","1308268","MEDICAL AID","E3","8/24/2013 17:19","8/24/2013 17:19","8/24/2013 17:22","8/24/2013 17:34","E3",2.8,"MEDICAL AID","S","BOW ST","UNION SQ AND SOMERVILLE AV","79 BOW ST",-71.0999612,42.3814273,1,2013-08-24 17:19:00,2013-08-24,"2013-08","08","2013",0,42.3814273,-71.0999612,"4.26666666666667","6.1","3.06666666666667","4.13333333333333"
"846","79 CRAIGIE ST, Somerville, Massachusetts","1205393","MEDICAL AID","E1","6/29/2012 1:27","6/29/2012 1:28","6/29/2012 1:31","6/29/2012 1:39","E1",2.88,"MEDICAL AID","B","KELLEY-MORSE PARK & PLAYGROUND","SILVEY PL AND SUMMER ST","79 CRAIGIE ST",-71.1107121,42.38828,1,2012-06-29 01:27:00,2012-06-29,"2012-06","06","2012",0,42.38828,-71.1107121,"1.38333333333333","8.3","2.58333333333333","6.83333333333333"
"847","79 MERRIAM ST, Somerville, Massachusetts","1301206","MEDICAL AID","E3","2/4/2013 19:54","2/4/2013 19:54","2/4/2013 19:58","2/4/2013 20:13","E3",3.67,"MEDICAL AID","S","MERRIAM ST","SOMERVILLE AV & WASHINGTON ST","79 MERRIAM ST",-71.0917763,42.3790702,1,2013-02-04 19:54:00,2013-02-05,"2013-02","02","2013",0,42.3790702,-71.0917763,"5.98333333333333","4.98333333333333","4.55","1.75"
"848","8 BOLTON ST, Somerville, Massachusetts","1200523","MEDICAL AID","E3","1/18/2012 19:39","1/18/2012 19:39","1/18/2012 19:42","1/18/2012 19:49","E3",2.67,"MEDICAL AID","S","BOLTON ST","OAK ST AND HOUGHTON ST","8 BOLTON ST",-71.097438,42.375575,1,2012-01-18 19:39:00,2012-01-19,"2012-01","01","2012",0,42.375575,-71.097438,"6.28333333333333","8.26666666666667","4.85","5.03333333333333"
"849","8 CEDAR STREET PL, Somerville, Massachusetts","1407478","MEDICAL AID","E1","8/2/2014 11:22","8/2/2014 11:23","8/2/2014 11:29","8/2/2014 11:39","E1",6.45,"MEDICAL AID","S","CEDAR STREET PL","25 CEDAR ST AND DEAD END","8 CEDAR STREET PL",-71.1145961,42.3890591,1,2014-08-02 11:22:00,2014-08-02,"2014-08","08","2014",0,42.3890591,-71.1145961,"2.75","8.98333333333333","3.95","8.21666666666667"
"850","8 EVERETT ST, Somerville, Massachusetts","1309830","MEDICAL AID","E3","10/1/2013 17:40","10/1/2013 17:40","10/1/2013 17:43","10/1/2013 17:52","E3",2.57,"MEDICAL AID","S","EVERETT ST","WEBSTER AV AND NEWTON ST","8 EVERETT ST",-71.0956682,42.3789051,1,2013-10-01 17:40:00,2013-10-01,"2013-10","10","2013",0,42.3789051,-71.0956682,"5.71666666666667","7.7","4.28333333333333","4.46666666666667"
"851","8 EVERETT ST, Somerville, Massachusetts","1303890","MEDICAL AID","E1","4/23/2013 9:23","4/23/2013 9:25","4/23/2013 9:29","4/23/2013 9:37","E1",4.3,"MEDICAL AID","S","EVERETT ST","WEBSTER AV AND NEWTON ST","8 EVERETT ST",-71.0956682,42.3789051,1,2013-04-23 09:23:00,2013-04-23,"2013-04","04","2013",0,42.3789051,-71.0956682,"5.71666666666667","7.7","4.28333333333333","4.46666666666667"
"852","8 MILLER ST, Somerville, Massachusetts","1312953","MEDICAL AID","E1","12/29/2013 14:08","12/29/2013 14:10","12/29/2013 14:13","12/29/2013 14:29","E1",3.05,"MEDICAL AID","S","MILLER ST","SACRAMENTO ST AND BEACON ST","8 MILLER ST",-71.112703,42.3840135,1,2013-12-29 14:08:00,2013-12-29,"2013-12","12","2013",0,42.3840135,-71.112703,"2.48333333333333","11.0166666666667","2.81666666666667","7.76666666666667"
"853","8 PINCKNEY ST, Somerville, Massachusetts","1206363","MEDICAL AID","E3","7/28/2012 13:41","7/28/2012 13:42","7/28/2012 13:46","7/28/2012 13:53","E3",4.23,"MEDICAL AID","S","PINCKNEY ST","WASHINGTON ST AND PEARL ST","8 PINCKNEY ST",-71.082592,42.382317,1,2012-07-28 13:41:00,2012-07-28,"2012-07","07","2012",0,42.382317,-71.082592,"10.4333333333333","5.11666666666667","9.01666666666667","2.8"
"854","80 LOWELL ST, Somerville, Massachusetts","1309418","A FIRE ALARM","E1","9/21/2013 8:32","9/21/2013 8:32","9/21/2013 8:34","9/21/2013 8:39","E1",1.72,"A FIRE ALARM","S","LOWELL ST","SILVEY PL AND LOWELL CIR","80 LOWELL ST",-71.1102881,42.3871587,1,2013-09-21 08:32:00,2013-09-21,"2013-09","09","2013",0,42.3871587,-71.1102881,"0.9","8.9","2.1","7.43333333333333"
"855","80 WEBSTER AVE, Somerville, Massachusetts","1307370","MEDICAL AID","E3","7/31/2013 4:12","7/31/2013 4:12","7/31/2013 4:16","7/31/2013 4:23","E3",4.07,"MEDICAL AID","S","WEBSTER AV","BEACH AV AND COLUMBIA CT","80 WEBSTER AV",-71.0947317,42.3752034,1,2013-07-31 04:12:00,2013-07-31,"2013-07","07","2013",0,42.3752034,-71.0947317,"5.83333333333333","7.83333333333333","4.41666666666667","4.6"
"856","81 SUMMER ST, Somerville, Massachusetts","1307813","A FIRE ALARM","E3","8/12/2013 3:21","8/12/2013 3:21","8/12/2013 3:25","8/12/2013 3:35","E3",4.43,"A FIRE ALARM","S","SUMMER ST","SCHOOL ST AND CENTRAL ST","81 SUMMER ST",-71.100768,42.38487,1,2013-08-12 03:21:00,2013-08-12,"2013-08","08","2013",0,42.38487,-71.100768,"3.2","6.61666666666667","2.56666666666667","4.75"
"857","82 ELM ST, Somerville, Massachusetts","1300566","MEDICAL AID","E1","1/17/2013 19:09","1/17/2013 19:09","1/17/2013 19:13","1/17/2013 19:27","E1",3.53,"MEDICAL AID","S","ELM ST","HOLYOKE RD AND HOLYOKE RD","82 ELM ST",-71.11654,42.388821,1,2013-01-17 19:09:00,2013-01-18,"2013-01","01","2013",0,42.388821,-71.11654,"2.2","10.25","3.4","9.06666666666667"
"858","84 ELM ST, Somerville, Massachusetts","1406378","MEDICAL AID","E1","7/5/2014 7:50","7/5/2014 7:51","7/5/2014 7:54","7/5/2014 8:07","E1",2.95,"MEDICAL AID","S","ELM ST","HOLYOKE RD AND HOLYOKE RD","84 ELM ST",-71.1164705,42.3888722,1,2014-07-05 07:50:00,2014-07-05,"2014-07","07","2014",0,42.3888722,-71.1164705,"1.8","9.85","3","8.66666666666667"
"859","84 WASHINGTON ST, Somerville, Massachusetts","1307219","MEDICAL AID","E3","7/27/2013 6:19","7/27/2013 6:20","7/27/2013 6:24","7/27/2013 6:37","E3",4.78,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2013-07-27 06:19:00,2013-07-27,"2013-07","07","2013",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"860","84 WASHINGTON ST, Somerville, Massachusetts","1203839","MEDICAL AID","E3","5/9/2012 18:47","5/9/2012 18:48","5/9/2012 18:52","5/9/2012 19:00","E3",4.05,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2012-05-09 18:47:00,2012-05-09,"2012-05","05","2012",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"861","84 WASHINGTON ST, Somerville, Massachusetts","1412924","MEDICAL AID","E3","12/27/2014 17:29","12/27/2014 17:30","12/27/2014 17:31","12/27/2014 17:43","E3",1.45,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2014-12-27 17:29:00,2014-12-27,"2014-12","12","2014",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"862","84 WASHINGTON ST, Somerville, Massachusetts","1402633","STRIKE BOX ALAR","E3","3/20/2014 9:24","3/20/2014 9:25","3/20/2014 9:28","3/20/2014 9:31","E3",3.15,"STRIKE BOX ALAR","X","WASHINGTON ST","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2014-03-20 09:24:00,2014-03-20,"2014-03","03","2014",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"863","84 WASHINGTON ST, Somerville, Massachusetts","1411315","MEDICAL AID","E3","11/11/2014 20:05","11/11/2014 20:06","11/11/2014 20:09","11/11/2014 20:20","E3",2.9,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2014-11-11 20:05:00,2014-11-12,"2014-11","11","2014",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"864","84 WASHINGTON ST, Somerville, Massachusetts","1210497","MEDICAL AID","E3","11/15/2012 11:25","11/15/2012 11:26","11/15/2012 11:29","11/15/2012 11:43","E3",3.15,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2012-11-15 11:25:00,2012-11-15,"2012-11","11","2012",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"865","84 WASHINGTON ST, Somerville, Massachusetts","1209236","MEDICAL AID","E3","10/16/2012 0:16","10/16/2012 0:16","10/16/2012 0:20","10/16/2012 0:33","E3",3.65,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2012-10-16 00:16:00,2012-10-16,"2012-10","10","2012",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"866","84 WASHINGTON ST, Somerville, Massachusetts","1302846","MEDICAL AID","E3","3/23/2013 14:42","3/23/2013 14:42","3/23/2013 14:47","3/23/2013 14:54","E3",4.77,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2013-03-23 14:42:00,2013-03-23,"2013-03","03","2013",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"867","84 WASHINGTON ST, Somerville, Massachusetts","1300189","MEDICAL AID","E3","1/6/2013 1:22","1/6/2013 1:23","1/6/2013 1:28","1/6/2013 1:46","E3",5.05,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2013-01-06 01:22:00,2013-01-06,"2013-01","01","2013",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"868","84 WASHINGTON ST, Somerville, Massachusetts","1301316","MEDICAL AID","E3","2/8/2013 9:24","2/8/2013 9:27","2/8/2013 9:30","2/8/2013 9:41","E3",3.63,"MEDICAL AID","B","COBBLE HILL APARTMENTS - BLD D","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2013-02-08 09:24:00,2013-02-08,"2013-02","02","2013",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"869","84 WASHINGTON ST, Somerville, Massachusetts","1307222","STRIK BOX ALARM","E3","7/27/2013 7:06","7/27/2013 7:07","7/27/2013 7:11","7/27/2013 7:34","E3",3.95,"STRIK BOX ALARM","X","WASHINGTON ST","INNER BELT RD & NEW WSHNGTN ST","84 WASHINGTON ST",-71.0843021,42.3808898,1,2013-07-27 07:06:00,2013-07-27,"2013-07","07","2013",0,42.3808898,-71.0843021,"8.51666666666667","6.1","7.1","1.31666666666667"
"870","85 WASHINGTON ST, Somerville, Massachusetts","1306206","STRIK BOX ALARM","E3","6/29/2013 1:53","6/29/2013 1:53","6/29/2013 1:58","6/29/2013 2:13","E3",4.47,"STRIK BOX ALARM","X","WASHINGTON ST","FRANKLIN AV AND FRANKLIN ST","85 WASHINGTON ST",-71.085451,42.3819329,1,2013-06-29 01:53:00,2013-06-29,"2013-06","06","2013",0,42.3819329,-71.085451,"8.1","4.56666666666667","6.68333333333333","0.9"
"871","85A MUNROE ST, Somerville, Massachusetts","1412575","MEDICAL AID","E3","12/16/2014 14:31","12/16/2014 14:31","12/16/2014 14:35","12/16/2014 14:47","E3",3.53,"MEDICAL AID","S","MUNROE ST","BIGELOW ST AND WALNUT ST","85A MUNROE ST",-71.0946259,42.3828406,1,2014-12-16 14:31:00,2014-12-16,"2014-12","12","2014",0,42.3828406,-71.0946259,"5.3","5.16666666666667","3.86666666666667","3.8"
"872","86 ELM ST, Somerville, Massachusetts","1209533","MEDICAL AID","E1","10/23/2012 23:09","10/23/2012 23:09","10/23/2012 23:12","10/23/2012 23:18","E1",2.62,"MEDICAL AID","S","ELM ST","HOLYOKE RD AND WHITE ST","86 ELM ST",-71.1166503,42.3890776,1,2012-10-23 23:09:00,2012-10-24,"2012-10","10","2012",0,42.3890776,-71.1166503,"1.86666666666667","9.91666666666667","3.06666666666667","8.73333333333333"
"873","86 JOY ST, Somerville, Massachusetts","1206944","S FIRE ALARM","E3","8/13/2012 9:11","8/13/2012 9:11","8/13/2012 9:15","8/13/2012 9:24","E3",3.95,"S FIRE ALARM","S","JOY ST","WASHINGTON ST AND POPLAR ST","86 JOY ST",-71.0866277,42.3787758,1,2012-08-13 09:11:00,2012-08-13,"2012-08","08","2012",0,42.3787758,-71.0866277,"7.7","5.26666666666667","6.26666666666667","0.616666666666667"
"874","86 JOY ST, Somerville, Massachusetts","1305852","A FIRE ALARM","E3","6/18/2013 16:53","6/18/2013 16:53","6/18/2013 16:56","6/18/2013 16:59","E3",3.57,"A FIRE ALARM","S","JOY ST","WASHINGTON ST AND POPLAR ST","86 JOY ST",-71.0866277,42.3787758,1,2013-06-18 16:53:00,2013-06-18,"2013-06","06","2013",0,42.3787758,-71.0866277,"7.7","5.26666666666667","6.26666666666667","0.616666666666667"
"875","86 JOY ST, Somerville, Massachusetts","1402645","MEDICAL AID","E3","3/20/2014 18:23","3/20/2014 18:24","3/20/2014 18:28","3/20/2014 18:34","E3",3.43,"MEDICAL AID","S","JOY ST","WASHINGTON ST AND POPLAR ST","86 JOY ST",-71.0866277,42.3787758,1,2014-03-20 18:23:00,2014-03-20,"2014-03","03","2014",0,42.3787758,-71.0866277,"7.7","5.26666666666667","6.26666666666667","0.616666666666667"
"876","86 JOY ST, Somerville, Massachusetts","1205831","MEDICAL AID","E3","7/13/2012 12:52","7/13/2012 12:52","7/13/2012 12:56","7/13/2012 13:05","E3",3.7,"MEDICAL AID","S","JOY ST","WASHINGTON ST AND POPLAR ST","86 R JOY ST",-71.0866277,42.3787758,1,2012-07-13 12:52:00,2012-07-13,"2012-07","07","2012",0,42.3787758,-71.0866277,"7.7","5.26666666666667","6.26666666666667","0.616666666666667"
"877","86 PEARL ST, Somerville, Massachusetts","1305787","MEDICAL AID","E1","6/16/2013 14:29","6/16/2013 14:30","6/16/2013 14:33","6/16/2013 14:37","E1",3.05,"MEDICAL AID","S","PEARL ST","FRANKLIN ST AND HILLSIDE AV","86 PEARL ST",-71.0850899,42.384548,1,2013-06-16 14:29:00,2013-06-16,"2013-06","06","2013",0,42.384548,-71.0850899,"8.8","3.53333333333333","7.38333333333333","2.26666666666667"
"878","88 BEACON ST, Somerville, Massachusetts","1208218","FIRE","E3","9/17/2012 13:51","9/17/2012 13:58","9/17/2012 13:59","9/17/2012 14:01","E3",0.13,"FIRE","S","BEACON ST","COONEY ST AND SMITH AV","88 BEACON ST",-71.1048786,42.3767348,1,2012-09-17 13:51:00,2012-09-17,"2012-09","09","2012",0,42.3767348,-71.1048786,"4.06666666666667","8.88333333333333","2.81666666666667","5.65"
"879","88 BEACON ST, Somerville, Massachusetts","1203097","ELEVATOR RESCUE","E1","4/16/2012 9:41","4/16/2012 9:42","4/16/2012 9:46","4/16/2012 9:49","E1",4.02,"ELEVATOR RESCUE","B","INMAN PLACE CONDOS","COONEY ST AND SMITH AV","88 BEACON ST",-71.1048786,42.3767348,1,2012-04-16 09:41:00,2012-04-16,"2012-04","04","2012",0,42.3767348,-71.1048786,"4.06666666666667","8.88333333333333","2.81666666666667","5.65"
"880","88 BEACON ST, Somerville, Massachusetts","1402932","S FIRE ALARM","E3","3/29/2014 17:52","3/29/2014 17:52","3/29/2014 17:56","3/29/2014 18:04","E3",3.62,"S FIRE ALARM","B","INMAN PLACE CONDOS","COONEY ST AND SMITH AV","88 BEACON ST",-71.1048786,42.3767348,1,2014-03-29 17:52:00,2014-03-29,"2014-03","03","2014",0,42.3767348,-71.1048786,"4.06666666666667","8.88333333333333","2.81666666666667","5.65"
"881","88 HIGHLAND AVE, Somerville, Massachusetts","1412722","A FIRE ALARM","E3","12/20/2014 21:24","12/20/2014 21:25","12/20/2014 21:29","12/20/2014 21:36","E3",4.23,"A FIRE ALARM","S","HIGHLAND AV","PRESCOTT ST AND SCHOOL ST","88 HIGHLAND AV",-71.098305,42.386463,1,2014-12-20 21:24:00,2014-12-21,"2014-12","12","2014",0,42.386463,-71.098305,"4.55","5","3.11666666666667","3.63333333333333"
"882","88 HIGHLAND AVE, Somerville, Massachusetts","1311884","B FIRE ALARM","E3","11/28/2013 18:05","11/28/2013 18:07","11/28/2013 18:08","11/28/2013 18:10","E3",0.98,"B FIRE ALARM","S","HIGHLAND AV","PRESCOTT ST AND SCHOOL ST","88 HIGHLAND AV",-71.098305,42.386463,1,2013-11-28 18:05:00,2013-11-28,"2013-11","11","2013",0,42.386463,-71.098305,"4.55","5","3.11666666666667","3.63333333333333"
"883","88 PROSPECT ST, Somerville, Massachusetts","1304467","AUTO ACC INJURY","E1","5/9/2013 15:41","5/9/2013 15:41","5/9/2013 15:46","5/9/2013 15:58","E1",4.25,"AUTO ACC INJURY","I","","","88 PROSPECT ST",-71.0963677,42.3758582,1,2013-05-09 15:41:00,2013-05-09,"2013-05","05","2013",0,42.3758582,-71.0963677,"5.65","7.65","4.23333333333333","4.41666666666667"
"884","89 PROSPECT ST, Somerville, Massachusetts","1404056","MEDICAL AID","E3","5/3/2014 14:03","5/3/2014 14:03","5/3/2014 14:07","5/3/2014 14:15","E3",3.32,"MEDICAL AID","S","PROSPECT ST","OAK ST AND CAMBRIDGE LINE","89 PROSPECT ST",-71.0965408,42.3757906,1,2014-05-03 14:03:00,2014-05-03,"2014-05","05","2014",0,42.3757906,-71.0965408,"5.68333333333333","7.66666666666667","4.25","4.43333333333333"
"885","9 CHESTER AVE, Somerville, Massachusetts","1404955","MEDICAL AID","E3","5/27/2014 14:03","5/27/2014 14:03","5/27/2014 14:08","5/27/2014 14:16","E3",4.23,"MEDICAL AID","S","CHESTER AV","CROSS ST AND MCGRATH HWY","9 CHESTER AV",-71.0907974,42.3832245,1,2014-05-27 14:03:00,2014-05-27,"2014-05","05","2014",0,42.3832245,-71.0907974,"7.7","4.45","6.26666666666667","1.4"
"886","9 HAMMOND ST, Somerville, Massachusetts","1209033","A FIRE ALARM","E3","10/9/2012 19:41","10/9/2012 19:41","10/9/2012 19:45","10/9/2012 19:48","E3",3.63,"A FIRE ALARM","S","HAMMOND ST","CONCORD AV AND DICKINSON ST","9 HAMMOND ST",-71.1011885,42.3751442,1,2012-10-09 19:41:00,2012-10-10,"2012-10","10","2012",0,42.3751442,-71.1011885,"5.15","8.93333333333333","3.71666666666667","5.68333333333333"
"887","9 HILLSIDE CIR, Somerville, Massachusetts","1404067","MEDICAL AID","E1","5/3/2014 19:31","5/3/2014 19:33","5/3/2014 19:36","5/3/2014 19:44","E1",3.03,"MEDICAL AID","S","HILLSIDE CIR","80 CRAIGIE ST AND DEAD END","9 HILLSIDE CIR",-71.1114232,42.3885255,1,2014-05-03 19:31:00,2014-05-04,"2014-05","05","2014",0,42.3885255,-71.1114232,"1.55","8.48333333333333","2.75","7.01666666666667"
"888","9 MEDFORD ST, Somerville, Massachusetts","1309861","MEDICAL AID","E3","10/2/2013 19:06","10/2/2013 19:06","10/2/2013 19:10","10/2/2013 19:13","E3",4.42,"MEDICAL AID","S","MEDFORD ST","CAMBRIDGE LINE & RAILROAD TRKS","9 MEDFORD ST",-71.0868474,42.3742447,1,2013-10-02 19:06:00,2013-10-03,"2013-10","10","2013",0,42.3742447,-71.0868474,"8.31666666666667","5.81666666666667","6.88333333333333","3.33333333333333"
"889","9 MEDFORD ST, Somerville, Massachusetts","1206188","MEDICAL AID","E3","7/23/2012 13:52","7/23/2012 13:53","7/23/2012 13:56","7/23/2012 14:07","E3",2.85,"MEDICAL AID","B","MILLBROOK COLD STORAGE","CAMBRIDGE LINE & RAILROAD TRKS","9 MEDFORD ST",-71.0868474,42.3742447,1,2012-07-23 13:52:00,2012-07-23,"2012-07","07","2012",0,42.3742447,-71.0868474,"8.31666666666667","5.81666666666667","6.88333333333333","3.33333333333333"
"890","9 MORTON ST, Somerville, Massachusetts","1306228","MEDICAL AID","E3","6/29/2013 17:45","6/29/2013 17:47","6/29/2013 17:49","6/29/2013 17:57","E3",2.8,"MEDICAL AID","S","MORTON ST","KNOWLTON ST AND GLEN ST","9 MORTON ST",-71.0874609,42.3819892,1,2013-06-29 17:45:00,2013-06-29,"2013-06","06","2013",0,42.3819892,-71.0874609,"8.63333333333333","5.15","7.21666666666667","1.43333333333333"
"891","9 NEW WASHINGTON ST, Somerville, Massachusetts","1311736","S FIRE ALARM","E3","11/24/2013 17:41","11/24/2013 17:42","11/24/2013 17:45","11/24/2013 17:55","E3",3.13,"S FIRE ALARM","B","RALPH & JENNY SENIOR CENTER","INNER BELT RD & WASHINGTON ST","9 NEW WASHINGTON ST",-71.086419,42.380406,1,2013-11-24 17:41:00,2013-11-24,"2013-11","11","2013",0,42.380406,-71.086419,"7.65","5.21666666666667","6.21666666666667","0.45"
"892","9 PUTNAM ST, Somerville, Massachusetts","1311715","CARB MON DETECT","E3","11/24/2013 4:18","11/24/2013 4:21","11/24/2013 4:24","11/24/2013 4:28","E3",2.97,"CARB MON DETECT","S","PUTNAM ST","SUMMER ST AND LAWSON TER","9 PUTNAM ST",-71.0986751,42.383525,1,2013-11-24 04:18:00,2013-11-24,"2013-11","11","2013",0,42.383525,-71.0986751,"3.66666666666667","5.53333333333333","2.46666666666667","4.16666666666667"
"893","9 ST JAMES AVE, Somerville, Massachusetts","1311646","MEDICAL AID","E1","11/22/2013 6:23","11/22/2013 6:24","11/22/2013 6:28","11/22/2013 6:43","E1",3.9,"MEDICAL AID","S","ST JAMES AV","ELM ST AND SUMMER ST","9 ST JAMES AV",-71.11882,42.392139,1,2013-11-22 06:23:00,2013-11-22,"2013-11","11","2013",0,42.392139,-71.11882,"3.15","10.6166666666667","4.35","9.61666666666667"
"894","9 STONE PL, Somerville, Massachusetts","1207075","MEDICAL AID","E3","8/16/2012 19:22","8/16/2012 19:23","8/16/2012 19:26","8/16/2012 19:45","E3",3.08,"MEDICAL AID","B","STONE PLACE PLAYGROUND","STONE AV AND DEAD END","9 STONE PL",-71.0949627,42.3802446,1,2012-08-16 19:22:00,2012-08-17,"2012-08","08","2012",0,42.3802446,-71.0949627,"7.35","6.65","5.93333333333333","3.41666666666667"
"895","9 THORPE ST, Somerville, Massachusetts","1409446","CARB MON DETECT","E3","9/22/2014 7:06","9/22/2014 7:11","9/22/2014 7:14","9/22/2014 7:19","E3",3.95,"CARB MON DETECT","S","THORPE ST","18 HIGHLAND AV AND DEAD END","9 THORPE ST",-71.0939871,42.3844709,1,2014-09-22 07:06:00,2014-09-22,"2014-09","09","2014",0,42.3844709,-71.0939871,"6.01666666666667","4.4","4.6","3.03333333333333"
"896","9 WYATT CIR, Somerville, Massachusetts","1412296","CARB MON DETECT","E3","12/9/2014 21:45","12/9/2014 21:46","12/9/2014 21:50","12/9/2014 21:59","E3",4.17,"CARB MON DETECT","S","WYATT CIR","20 WYATT ST AND 12 WYATT ST","9 WYATT CIR",-71.1014865,42.3765963,1,2014-12-09 21:45:00,2014-12-10,"2014-12","12","2014",0,42.3765963,-71.1014865,"5.33333333333333","8.7","3.9","5.46666666666667"
"897","90 LOWELL ST, Somerville, Massachusetts","1311103","CARB MON DETECT","E1","11/6/2013 9:41","11/6/2013 9:42","11/6/2013 9:44","11/6/2013 9:52","E1",2.42,"CARB MON DETECT","S","LOWELL ST","SILVEY PL AND LOWELL CIR","90 LOWELL ST",-71.1100173,42.3874491,1,2013-11-06 09:41:00,2013-11-06,"2013-11","11","2013",0,42.3874491,-71.1100173,"0.85","10.25","2.05","7.71666666666667"
"898","90 SUMMER ST, Somerville, Massachusetts","1405645","CARB MON DETECT","E3","6/15/2014 7:55","6/15/2014 7:55","6/15/2014 7:58","6/15/2014 8:07","E3",2.87,"CARB MON DETECT","S","SUMMER ST","SCHOOL ST AND PRESTON RD","90 SUMMER ST",-71.101522,42.384546,1,2014-06-15 07:55:00,2014-06-15,"2014-06","06","2014",0,42.384546,-71.101522,"2.7","6.61666666666667","2.08333333333333","4.75"
"899","90 UNION SQ, Somerville, Massachusetts","1309764","MEDICAL AID","E3","9/30/2013 7:23","9/30/2013 7:24","9/30/2013 7:27","9/30/2013 7:31","E3",2.9,"MEDICAL AID","B","SOMERVILLE COMMUNITY ACCESS TV","WASHINGTON ST & SOMERVILLE AV","90 UNION SQ",-71.0943318,42.3793814,1,2013-09-30 07:23:00,2013-09-30,"2013-09","09","2013",0,42.3793814,-71.0943318,"4.98333333333333","5.56666666666667","3.56666666666667","2.33333333333333"
